#
# .csv to store UE's information in HSS
# Kept in the following format: "Name,IMSI,Key,OP_Type,OP/OPc,AMF,QCI,IP_alloc"
#
# Name:     Human readable name to help distinguish UE's. Ignored by the HSS
# IMSI:     UE's IMSI value
# Key:      UE's key, where other keys are derived from. Stored in hexadecimal
# OP_Type:  Operator's code type, either OP or OPc
# OP/OPc:   Operator Code/Cyphered Operator Code, stored in hexadecimal
# AMF:      Authentication management field, stored in hexadecimal
# QCI:      QoS Class Identifier for the UE's default bearer.
# IP_alloc: Statically assigned IP for the UE.
#
# Note: Lines starting by '#' are ignored and will be overwritten
# List of UEs with IMSI, and key increasing by one for each new UE. Useful for testing with AmariUE simulator and ue_count option
# this is old sim
ue00,001010000000004,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.04
# new 5 sim cards
ue01,001010000014980,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.10
ue02,001010000014981,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.11
ue03,001010000014982,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.12
ue04,001010000014983,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.13
ue05,001010000014984,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.14
# 
# PLMN 99914: UEs do not found network
#
ue01,999140000000001,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.21
ue02,999140000000002,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.22
ue03,999140000000003,465B5CE8B199B49FAA5F0A2EE238A6BC,op,E8ED289DEBA952E4283B54E88E6183CA,8000,9,10.45.0.23
